ws3dx.dsdo	CheckinTicketService	Get	/resources/v1/modeler/dsdo/
ws3dx.dsdo	DerivedOutputJobService		/resources/v1/modeler/dsdo/
ws3dx.dsdo	DerivedOutputRuleService	Get	/resources/v1/modeler/dsdo/
ws3dx.dsdo	DerivedOutputService	RemoveFile, GetDownloadTicket	/resources/v1/modeler/dsdo/
ws3dx.dseng	DeformedService	Locate	/resources/v1/modeler/dseng/
ws3dx.dseng	EngInstanceService		/resources/v1/modeler/dseng/
ws3dx.dseng	EngItemService	DeleteInstance, DeleteRepInstance, Delete, DeleteAlternate, GetEnterpriseItemNumber, AttachEnterpriseItemNumber, UpdateEnterpriseItemNumber, SetDeformable, SetDeformed, GetDeformed, DeleteDeformed, GetChangeControl, AttachChangeControl, DetachChangeControl, SetInstanceEvolutionEffectivity, UnsetInstanceEvolutionEffectivity, SetInstanceVariantEffectivity, UnsetInstanceVariantEffectivity, SetConfiguredInstance, UpdateConfiguredInstance, UnsetConfiguredInstance, GetConfiguredInstance, GetGeolocation, DeleteGeolocation, DeleteMakeFrom	/resources/v1/modeler/dseng/
ws3dx.dseng	EngRepInstanceService		/resources/v1/modeler/dseng/
ws3dx.dseng	InvokeService	DetachInstances	/resources/v1/modeler/dseng/
ws3dx.dsiss	IssueService	Create, Get, Update, Approve, Reject	/resources/v1/modeler/dsiss
ws3dx.dsmfg	AlternateService		/resources/v1/modeler/dsmfg/
ws3dx.dsmfg	AssignmentFilterService		/resources/v1/modeler/dsmfg/
ws3dx.dsmfg	InvokeService	Reconnect, Reconnect, GetRealizedChanges, DetachInstances	/resources/v1/modeler/dsmfg/
ws3dx.dsmfg	MfgItemInstanceService		/resources/v1/modeler/dsmfg/
ws3dx.dsmfg	MfgItemService	Delete, DeleteResultingEngItem, AttachScopeEngItem, DetachScopeEngItem, ReconnectScopeEngItem, AttachAssignmentFilter, AttachAssignmentFilter, DetachAssignmentFilter, DetachAssignmentFilter, AttachImplementedEngOccurrenceToInstance, DetachImplementedEngOccurrenceFromInstance, AttachPartialScopeEngItem, DetachPartialScopeEngItem, GetAssignedRequirement, DeleteAssignedRequirement, GetScopeRequirementSpec, DeleteScopeRequirementSpec, DeleteAlternate, AttachChangeControl, DetachChangeControl, AddInstanceChangeControl, DeleteInstanceChangeControl, AttachConfiguration, DetachConfiguration, AttachDependencyToInstance, DetachDependencyFromInstance	/resources/v1/modeler/dsmfg/
ws3dx.dsmfg	MfgResponsibilityService		/resources/v1/modeler/dsmfg/
ws3dx.dsmfg	OriginService		/resources/v1/modeler/dsmfg/
ws3dx.dsmfg	SubstituteService		/resources/v1/modeler/dsmfg/
ws3dx.dsprcs	AlertService		/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	CheckListService	GetDataCollectRow	/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	DataCollectPlanService	Remove, GetDataCollectRow	/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	DataCollectService		/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	InstructionService		/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	InvokeService	GetRealizedChanges	/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	ItemSpecificationService		/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	MfgOperationInstanceService		/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	MfgOperationService	GetInstance, GetTimeConstraint, RemoveTimeConstraint, GetPrimaryCapableResource, RemovePrimaryCapableResource, UpdatePrimaryCapableResource, GetSecondaryCapableResource, RemoveSecondaryCapableResource, UpdateSecondaryCapableResource, GetItemSpecification, UpdateItemSpecification, AttachConfiguration, DetachConfiguration, AddMfgOperationInstanceChangeControl, RemoveMfgOperationInstanceChangeControl, AddChangeControl, RemoveChangeControl, SetMfgOperationInstanceEvolutionEffectivity, UnsetMfgOperationInstanceEvolutionEffectivity, SetMfgOperationInstanceVariantEffectivity, UnsetMfgOperationInstanceVariantEffectivity, GetAssignedRequirement, GetScopeRequirementSpec, RemoveDataCollectPlanInstance, RemoveResourceParameterPlanInstance	/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	MfgProcesService	UnsetMfgProcessInstanceVariantEffectivity, UnsetMfgOperationInstanceVariantEffectivity	/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	MfgProcessInstanceService		/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	MfgProcessService	GetMfgOperationInstance, GetTimeConstraint, RemoveTimeConstraint, GetPrimaryCapableResource, RemovePrimaryCapableResource, UpdatePrimaryCapableResource, GetItemSpecification, GetPreAssignedWorkCenter, AttachAssetContext, DetachAssetContext, AttachConfiguration, DetachConfiguration, AddChangeControl, RemoveChangeControl, GetInstanceChangeControl, AddMfgProcessInstanceChangeControl, RemoveMfgProcessInstanceChangeControl, GetMfgOperationInstanceChangeControl, AddMfgOperationInstanceChangeControl, RemoveMfgOperationInstanceChangeControl, SetMfgProcessInstanceEvolutionEffectivity, UnsetMfgProcessInstanceEvolutionEffectivity, SetMfgProcessInstanceVariantEffectivity, SetMfgOperationInstanceEvolutionEffectivity, UnsetMfgOperationInstanceEvolutionEffectivity, SetMfgOperationInstanceVariantEffectivity	/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	PreAssignedWorkCenterService		/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	PrimaryCapableResourceService		/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	ResourceParameterPlanService	Get, Remove, GetResourceParameterRow	/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	SecondaryCapableResourceService		/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	SignOffService		/resources/v1/modeler/dsprcs/
ws3dx.dsprcs	TimeConstraintService		/resources/v1/modeler/dsprcs/
ws3dx.dsxcad	CheckinTicketService	Get	/resources/v1/modeler/dsxcad/
ws3dx.dsxcad	DrawingService	GetAuthoringFileDownloadTicket, GetAuthoringFileCheckinTicket, Delete, GetVisualizationFileDownloadTicket, ChangeControl, DeleteChangeControl, GetXCADAttributes	/resources/v1/modeler/dsxcad/
ws3dx.dsxcad	FamilyRepresentationService	GetAuthoringFileDownloadTicket, Locate, GetXCADAttributes	/resources/v1/modeler/dsxcad/
